Unnamed: 0.1,Unnamed: 0,Organisation,Location,Date,Detail,Rocket_Status,Price,Mission_Status,ISO
258,258,CASC,China,"Sat Mar 31, 2018 03:22 UTC",Long March 4C | Gaofen-1 02-04,StatusActive,64.68,Success,CHN
259,259,SpaceX,USA,"Fri Mar 30, 2018 14:14 UTC",Falcon 9 Block 4 | Iridium-5,StatusRetired,62.0,Success,USA
262,262,ISRO,India,"Thu Mar 29, 2018 11:26 UTC",GSLV Mk II | GSAT-6A,StatusActive,47.0,Success,IND
264,264,CASC,China,"Sat Mar 17, 2018 07:10 UTC",Long March 2D | LKW-4,StatusActive,29.75,Success,CHN
266,266,SpaceX,USA,"Tue Mar 06, 2018 05:33 UTC",Falcon 9 Block 4 | Hispasat 30W-6,StatusRetired,62.0,Success,USA
267,267,ULA,USA,"Thu Mar 01, 2018 22:02 UTC",Atlas V 541 | GOES-S (GOES-17),StatusActive,145.0,Success,USA
268,268,MHI,Japan,"Tue Feb 27, 2018 04:34 UTC",H-IIA 202 | IGS-Optical 6,StatusActive,90.0,Success,JPN
269,269,SpaceX,USA,"Thu Feb 22, 2018 14:17 UTC","Falcon 9 Block 3 | PAZ & Tintin A, Tintin B",StatusRetired,62.0,Success,USA
270,270,Roscosmos,Kazakhstan,"Tue Feb 13, 2018 08:13 UTC",Soyuz 2.1a | Progress MS-08 (69P),StatusActive,48.5,Success,KAZ
272,272,SpaceX,USA,"Tue Feb 06, 2018 20:45 UTC",Falcon Heavy | Test Flight,StatusActive,90.0,Success,USA
274,274,CASC,China,"Fri Feb 02, 2018 07:50 UTC",Long March 2D | CSES & Rideshares,StatusActive,29.75,Success,CHN
275,275,Roscosmos,Russian Federation,"Thu Feb 01, 2018 02:07 UTC",Soyuz 2.1a/Fregat-M | Kanopus-V No. 3-4 & Rideshares,StatusActive,48.5,Success,RUS
276,276,SpaceX,USA,"Wed Jan 31, 2018 21:25 UTC",Falcon 9 Block 3 | GovSat-1 / SES-16,StatusRetired,62.0,Success,USA
277,277,Arianespace,France,"Thu Jan 25, 2018 22:20 UTC",Ariane 5 ECA | SES-14/GOLD & Al Yah-3,StatusActive,200.0,Partial Failure,FRA
278,278,CASC,China,"Thu Jan 25, 2018 05:39 UTC","Long March 2C | Yaogan 30 J, K & L",StatusActive,30.8,Success,CHN
279,279,Rocket Lab,New Zealand,"Sun Jan 21, 2018 01:43 UTC",Electron/Curie | Still Testing,StatusActive,7.5,Success,NZL
280,280,ULA,USA,"Sat Jan 20, 2018 00:48 UTC",Atlas V 411 | SBIRS GEO-4,StatusActive,115.0,Success,USA
281,281,CASC,China,"Fri Jan 19, 2018 04:12 UTC","Long March 11 | Jilin-1 07, 08 & Others",StatusActive,5.3,Success,CHN
282,282,JAXA,Japan,"Wed Jan 17, 2018 21:06 UTC",Epsilon PBS | ASNARO 2,StatusActive,39.0,Success,JPN
283,283,CASC,China,"Sat Jan 13, 2018 07:20 UTC",Long March 2D | LKW-3,StatusActive,29.75,Success,CHN
285,285,ISRO,India,"Fri Jan 12, 2018 03:58 UTC",PSLV-XL | Cartosat-2F & Rideshares,StatusActive,31.0,Success,IND
287,287,CASC,China,"Tue Jan 09, 2018 03:24 UTC",Long March 2D | SuperView 03 & 04,StatusActive,29.75,Success,CHN
288,288,SpaceX,USA,"Mon Jan 08, 2018 01:00 UTC",Falcon 9 Block 4 | Zuma,StatusRetired,62.0,Success,USA
290,290,CASC,China,"Mon Dec 25, 2017 19:44 UTC","Long March 2C | Yaogan-30 G, H & I",StatusActive,30.8,Success,CHN
291,291,CASC,China,"Sat Dec 23, 2017 04:14 UTC",Long March 2D | LKW-2,StatusActive,29.75,Success,CHN
292,292,SpaceX,USA,"Sat Dec 23, 2017 01:27 UTC",Falcon 9 Block 3 | Iridium-4,StatusRetired,62.0,Success,USA
293,293,MHI,Japan,"Sat Dec 23, 2017 01:26 UTC",H-IIA 202 | GCOM-C & SLATS,StatusActive,90.0,Success,JPN
296,296,SpaceX,USA,"Fri Dec 15, 2017 15:36 UTC",Falcon 9 Block 3 | CRS-13,StatusRetired,62.0,Success,USA
298,298,CASC,China,"Sun Dec 10, 2017 16:41 UTC",Long March 3B/E | Alcomsat-1,StatusActive,29.15,Success,CHN
299,299,CASC,China,"Sun Dec 03, 2017 04:11 UTC",Long March 2D | LKW-1,StatusActive,29.75,Success,CHN
300,300,VKS RF,Russian Federation,"Sat Dec 02, 2017 10:43 UTC",Soyuz 2.1b | Cosmos 2524,StatusActive,35.0,Success,RUS
302,302,CASC,China,"Fri Nov 24, 2017 18:10 UTC","Long March 2C | Yaogan-30 D, E, & F",StatusActive,30.8,Success,CHN
305,305,CASC,China,"Tue Nov 14, 2017 18:35 UTC",Long March 4C | Fengyun 3D,StatusActive,64.68,Success,CHN
306,306,Northrop,USA,"Sun Nov 12, 2017 12:19 UTC",Antares 230 | CRS OA-8E,StatusRetired,85.0,Success,USA
307,307,Arianespace,France,"Wed Nov 08, 2017 01:42 UTC",Vega | Mohammed VI-A,StatusActive,37.0,Success,FRA
309,309,Northrop,USA,"Tue Oct 31, 2017 21:37 UTC",Minotaur C (Taurus) | SkySat & Flock-3m,StatusActive,45.0,Success,USA
310,310,SpaceX,USA,"Mon Oct 30, 2017 19:34 UTC",Falcon 9 Block 4 | Koreasat 5A,StatusRetired,62.0,Success,USA
311,311,ULA,USA,"Sun Oct 15, 2017 07:28 UTC",Atlas V 421 | NROL-52,StatusActive,123.0,Success,USA
312,312,Roscosmos,Kazakhstan,"Sat Oct 14, 2017 08:46 UTC",Soyuz 2.1a | Progress MS-07 (68P),StatusActive,48.5,Success,KAZ
313,313,Eurockot,Russian Federation,"Fri Oct 13, 2017 09:27 UTC",Rokot/Briz KM | Sentinel-5P,StatusRetired,41.8,Success,RUS
314,314,SpaceX,USA,"Wed Oct 11, 2017 22:53 UTC",Falcon 9 Block 3 | SES-11 / EchoStar 105,StatusRetired,62.0,Success,USA
315,315,MHI,Japan,"Mon Oct 09, 2017 22:01 UTC",H-IIA 202 | QZS-4,StatusActive,90.0,Success,JPN
316,316,SpaceX,USA,"Mon Oct 09, 2017 12:37 UTC",Falcon 9 Block 4 | Iridium-3,StatusRetired,62.0,Success,USA
317,317,CASC,China,"Mon Oct 09, 2017 04:13 UTC",Long March 2D | VRSS-2,StatusActive,29.75,Success,CHN
318,318,Arianespace,France,"Fri Sep 29, 2017 21:56 UTC","Ariane 5 ECA | Intelsat 37e, BSAT-4a",StatusActive,200.0,Success,FRA
319,319,CASC,China,"Fri Sep 29, 2017 04:21 UTC","Long March 2C | Yaogan-30 A, B & C",StatusActive,30.8,Success,CHN
320,320,VKS RF,Kazakhstan,"Thu Sep 28, 2017 18:52 UTC",Proton-M/Briz-M | AsiaSat 9,StatusActive,65.0,Success,KAZ
321,321,ULA,USA,"Sun Sep 24, 2017 05:49 UTC",Atlas V 541 | NROL-42,StatusActive,145.0,Success,USA
322,322,ILS,Kazakhstan,"Mon Sep 11, 2017 19:23 UTC",Proton-M/Briz-M | Amazonas 5,StatusActive,65.0,Success,KAZ
323,323,SpaceX,USA,"Thu Sep 07, 2017 14:00 UTC",Falcon 9 Block 4 | OTV-5,StatusRetired,62.0,Success,USA
324,324,ISRO,India,"Thu Aug 31, 2017 13:30 UTC",PSLV-XL | IRNSS-1H,StatusActive,31.0,Failure,IND
325,325,Northrop,USA,"Fri Aug 25, 2017 06:04 UTC",Minotaur IV | ORS-5,StatusActive,46.0,Success,USA
326,326,SpaceX,USA,"Thu Aug 24, 2017 18:51 UTC",Falcon 9 Block 3 | Formosat-5,StatusRetired,62.0,Success,USA
329,329,ULA,USA,"Fri Aug 18, 2017 12:29 UTC",Atlas V 401 | TDRS-M (TDRS-13),StatusActive,109.0,Success,USA
330,330,VKS RF,Kazakhstan,"Wed Aug 16, 2017 22:07 UTC",Proton-M/Briz-M | Blagovest-11L,StatusActive,65.0,Success,KAZ
331,331,SpaceX,USA,"Mon Aug 14, 2017 16:31 UTC",Falcon 9 Block 4 | CRS-12,StatusRetired,62.0,Success,USA
333,333,Arianespace,France,"Wed Aug 02, 2017 01:58 UTC",Vega | OPSAT 3000 & VEN†æS,StatusActive,37.0,Success,FRA
336,336,Roscosmos,Kazakhstan,"Fri Jul 14, 2017 06:36 UTC",Soyuz 2.1a/Fregat | Kanopus-V IK & Rideshares,StatusActive,48.5,Partial Failure,KAZ
337,337,SpaceX,USA,"Wed Jul 05, 2017 20:25 UTC",Falcon 9 Block 3 | Intelsat 35e,StatusRetired,62.0,Success,USA
339,339,Arianespace,France,"Wed Jun 28, 2017 21:15 UTC","Ariane 5 ECA | Hellas Sat 3-Inmarsat S EAN, GSAT-17",StatusActive,200.0,Success,FRA
340,340,SpaceX,USA,"Sun Jun 25, 2017 20:25 UTC",Falcon 9 Block 3 | Iridium-2,StatusRetired,62.0,Success,USA
341,341,SpaceX,USA,"Fri Jun 23, 2017 19:10 UTC",Falcon 9 Block 3 | BulgariaSat-1,StatusRetired,62.0,Success,USA
343,343,ISRO,India,"Fri Jun 23, 2017 03:59 UTC",PSLV-XL | Cartosat-2E & Rideshares,StatusActive,31.0,Success,IND
344,344,CASC,China,"Sun Jun 18, 2017 16:12 UTC",Long March 3B/E | ChinaSat 9A,StatusActive,29.15,Partial Failure,CHN
345,345,CASC,China,"Thu Jun 15, 2017 03:15 UTC",Long March 4B | HXMT & Others,StatusActive,64.68,Success,CHN
346,346,Roscosmos,Kazakhstan,"Wed Jun 14, 2017 09:20 UTC",Soyuz 2.1a | Progress MS-06 (67P),StatusActive,48.5,Success,KAZ
347,347,ILS,Kazakhstan,"Thu Jun 08, 2017 03:45 UTC",Proton-M/Briz-M | Echostar 21,StatusActive,65.0,Success,KAZ
348,348,ISRO,India,"Mon Jun 05, 2017 11:58 UTC",GSLV Mk III | GSAT-19,StatusActive,62.0,Success,IND
349,349,SpaceX,USA,"Sat Jun 03, 2017 21:07 UTC",Falcon 9 Block 3 | CRS-11,StatusRetired,62.0,Success,USA
350,350,Arianespace,France,"Thu Jun 01, 2017 23:45 UTC","Ariane 5 ECA | ViaSat 2, Eutelsat 172B",StatusActive,200.0,Success,FRA
351,351,MHI,Japan,"Thu Jun 01, 2017 00:17 UTC",H-IIA 202 | QZS-2,StatusActive,90.0,Success,JPN
353,353,Rocket Lab,New Zealand,"Thu May 25, 2017 04:20 UTC",Electron | It's a Test,StatusActive,7.5,Failure,NZL
355,355,SpaceX,USA,"Mon May 15, 2017 23:21 UTC",Falcon 9 Block 3 | Inmarsat-5 F4,StatusRetired,62.0,Success,USA
356,356,ISRO,India,"Fri May 05, 2017 11:27 UTC",GSLV Mk II | GSAT-9,StatusActive,47.0,Success,IND
357,357,Arianespace,France,"Thu May 04, 2017 21:50 UTC","Ariane 5 ECA | Koreasat 7, SGDC-1",StatusActive,200.0,Success,FRA
358,358,SpaceX,USA,"Mon May 01, 2017 11:15 UTC",Falcon 9 Block 3 | NROL-76,StatusRetired,62.0,Success,USA
361,361,ULA,USA,"Tue Apr 18, 2017 15:11 UTC",Atlas V 401 | CRS OA-7,StatusActive,109.0,Success,USA
362,362,CASC,China,"Wed Apr 12, 2017 11:04 UTC",Long March 3B/E | Shijian 13,StatusActive,29.15,Success,CHN
363,363,SpaceX,USA,"Thu Mar 30, 2017 22:27 UTC",Falcon 9 Block 3 | SES-10,StatusRetired,62.0,Success,USA
365,365,MHI,Japan,"Fri Mar 17, 2017 01:20 UTC",H-IIA 202 | IGS-Radar 5,StatusActive,90.0,Success,JPN
366,366,SpaceX,USA,"Thu Mar 16, 2017 06:00 UTC",Falcon 9 Block 3 | Echostar 23,StatusRetired,62.0,Success,USA
367,367,Arianespace,France,"Tue Mar 07, 2017 01:49 UTC",Vega | Sentinel 2B,StatusActive,37.0,Success,FRA
369,369,ULA,USA,"Wed Mar 01, 2017 17:49 UTC",Atlas V 401 | NROL-79,StatusActive,109.0,Success,USA
371,371,SpaceX,USA,"Sun Feb 19, 2017 14:39 UTC",Falcon 9 Block 3 | CRS-10,StatusRetired,62.0,Success,USA
372,372,ISRO,India,"Wed Feb 15, 2017 03:58 UTC",PSLV-XL | Cartosat-2D & Rideshares,StatusActive,31.0,Success,IND
373,373,Arianespace,France,"Tue Feb 14, 2017 21:39 UTC",Ariane 5 ECA | Intelsat 32e/SkyBrasil-1 & Telkom-3S,StatusActive,200.0,Success,FRA
376,376,ULA,USA,"Sat Jan 21, 2017 00:42 UTC",Atlas V 401 | SBIRS GEO-3,StatusActive,109.0,Success,USA
378,378,SpaceX,USA,"Sat Jan 14, 2017 17:54 UTC",Falcon 9 Block 3 | Iridium-1,StatusRetired,62.0,Success,USA
380,380,CASC,China,"Thu Jan 05, 2017 15:18 UTC",Long March 3B/E | TJS 2,StatusActive,29.15,Success,CHN
381,381,CASC,China,"Wed Dec 28, 2016 03:23 UTC","Long March 2D | SuperView-1 1, 2 & Bayi Kepu 1",StatusActive,29.75,Partial Failure,CHN
382,382,Arianespace,France,"Wed Dec 21, 2016 20:30 UTC","Ariane 5 ECA | Star One D1, JCSAT-15",StatusActive,200.0,Success,FRA
383,383,CASC,China,"Wed Dec 21, 2016 19:22 UTC","Long March 2D | TanSat & Spark 1, 2",StatusActive,29.75,Success,CHN
385,385,ULA,USA,"Sun Dec 18, 2016 19:13 UTC",Atlas V 431 | EchoStar 19,StatusActive,130.0,Success,USA
386,386,Northrop,USA,"Thu Dec 15, 2016 13:37 UTC",Pegasus XL | CYGNSS,StatusActive,40.0,Success,USA
387,387,CASC,China,"Sat Dec 10, 2016 16:11 UTC",Long March 3B/E | Fengyun 4A,StatusActive,29.15,Success,CHN
388,388,MHI,Japan,"Fri Dec 09, 2016 13:26 UTC",H-IIB | HTV-6,StatusRetired,112.5,Success,JPN
390,390,ISRO,India,"Wed Dec 07, 2016 04:54 UTC",PSLV-XL | Resourcesat-2A,StatusActive,31.0,Success,IND
391,391,Arianespace,France,"Mon Dec 05, 2016 13:51 UTC",Vega | G??kt??rk-1A,StatusActive,37.0,Success,FRA
394,394,ULA,USA,"Sat Nov 19, 2016 23:42 UTC",Atlas V 541 | GOES-R (GOES-16),StatusActive,145.0,Success,USA
397,397,CASC,China,"Fri Nov 11, 2016 23:14 UTC",Long March 2D | Yunhai-1,StatusActive,29.75,Success,CHN
398,398,ULA,USA,"Fri Nov 11, 2016 18:30 UTC",Atlas V 401 | WorldView-4,StatusActive,109.0,Success,USA
399,399,CASC,China,"Wed Nov 09, 2016 23:42 UTC","Long March 11 | XPNAV 1, Xiaoxiang 1 & Others",StatusActive,5.3,Success,CHN
401,401,MHI,Japan,"Wed Nov 02, 2016 06:20 UTC",H-IIA 202 | Himawari 9,StatusActive,90.0,Success,JPN
403,403,Northrop,USA,"Mon Oct 17, 2016 23:45 UTC",Antares 230 | CRS OA-5,StatusRetired,85.0,Success,USA
406,406,Arianespace,France,"Wed Oct 05, 2016 20:30 UTC","Ariane 5 ECA | Sky Muster II, GSAT-18",StatusActive,200.0,Success,FRA
407,407,ISRO,India,"Mon Sep 26, 2016 03:42 UTC",PSLV-G | ScatSat-1 & Rideshares,StatusRetired,25.0,Success,IND
408,408,Arianespace,France,"Fri Sep 16, 2016 01:43 UTC",Vega | PeruSat-1 and SkySats 4-7,StatusActive,37.0,Success,FRA
411,411,ULA,USA,"Thu Sep 08, 2016 23:05 UTC",Atlas V 411 | OSIRIS-REx,StatusActive,115.0,Success,USA
412,412,ISRO,India,"Thu Sep 08, 2016 11:20 UTC",GSLV Mk II | INSAT-3DR,StatusActive,47.0,Success,IND
413,413,SpaceX,USA,"Thu Sep 01, 2016 13:07 UTC",Falcon 9 Block 3 | AMOS-6,StatusRetired,62.0,Prelaunch Failure,USA
414,414,CASC,China,"Wed Aug 31, 2016 18:50 UTC",Long March 4C | Gaofen-10,StatusActive,64.68,Failure,CHN
415,415,Arianespace,France,"Wed Aug 24, 2016 22:16 UTC","Ariane 5 ECA | Intelsat 33e, Intelsat 36",StatusActive,200.0,Success,FRA
416,416,ULA,USA,"Fri Aug 19, 2016 04:52 UTC","Delta IV Medium+ (4,2) | AFSPC-6",StatusRetired,164.0,Success,USA
417,417,CASC,China,"Mon Aug 15, 2016 17:40 UTC","Long March 2D | QUESS, Lixing-1, & 3CAT 2",StatusActive,29.75,Success,CHN
418,418,SpaceX,USA,"Sun Aug 14, 2016 05:26 UTC",Falcon 9 Block 3 | JCSAT-16,StatusRetired,62.0,Success,USA
419,419,CASC,China,"Tue Aug 09, 2016 22:55 UTC",Long March 4C | Gaofen-3,StatusActive,64.68,Success,CHN
420,420,CASC,China,"Fri Aug 05, 2016 16:22 UTC",Long March 3B/E | Tiantong-1 01,StatusActive,29.15,Success,CHN
421,421,ULA,USA,"Thu Jul 28, 2016 12:37 UTC",Atlas V 421 | NROL-61,StatusActive,123.0,Success,USA
422,422,SpaceX,USA,"Mon Jul 18, 2016 04:45 UTC",Falcon 9 Block 3 | CRS-9,StatusRetired,62.0,Success,USA
425,425,CASC,China,"Wed Jun 29, 2016 03:21 UTC",Long March 4B | Shijian 16-02,StatusActive,64.68,Success,CHN
427,427,ULA,USA,"Fri Jun 24, 2016 14:30 UTC",Atlas V 551 | MUOS-5,StatusActive,153.0,Success,USA
428,428,ISRO,India,"Wed Jun 22, 2016 03:56 UTC",PSLV-XL | Cartosat-2C & Rideshares,StatusActive,31.0,Success,IND
430,430,Arianespace,France,"Sat Jun 18, 2016 05:20 UTC","Ariane 5 ECA | EchoStar 18, BRISat",StatusActive,200.0,Success,FRA
431,431,SpaceX,USA,"Wed Jun 15, 2016 14:29 UTC",Falcon 9 Block 3 | ABS-2A & Eutelsat 117 West B,StatusRetired,62.0,Success,USA
433,433,ULA,USA,"Sat Jun 11, 2016 17:51 UTC",Delta IV Heavy | NROL-37,StatusActive,350.0,Success,USA
434,434,ILS,Kazakhstan,"Thu Jun 09, 2016 07:10 UTC",Proton-M/Briz-M | Intelsat 31 / DLA-2,StatusActive,65.0,Success,KAZ
435,435,VKS RF,Russian Federation,"Sat Jun 04, 2016 14:00 UTC",Rokot/Briz KM | Cosmos 2517,StatusRetired,41.8,Success,RUS
436,436,CASC,China,"Mon May 30, 2016 03:17 UTC","Long March 4B | Ziyuan III-02 & ??uSat-1, 2",StatusActive,64.68,Success,CHN
437,437,VKS RF,Russian Federation,"Sun May 29, 2016 08:44 UTC",Soyuz 2.1b/Fregat | GLONASS-M No.51S,StatusActive,48.5,Success,RUS
438,438,SpaceX,USA,"Fri May 27, 2016 21:39 UTC",Falcon 9 Block 3 | Thaicom 8,StatusRetired,62.0,Success,USA
440,440,CASC,China,"Sun May 15, 2016 02:43 UTC",Long March 2D | Yaogan 30,StatusActive,29.75,Success,CHN
441,441,SpaceX,USA,"Fri May 06, 2016 05:21 UTC",Falcon 9 Block 3 | JCSAT-14,StatusRetired,62.0,Success,USA
442,442,ISRO,India,"Thu Apr 28, 2016 07:20 UTC",PSLV-XL | IRNSS-1G,StatusActive,31.0,Success,IND
445,445,SpaceX,USA,"Fri Apr 08, 2016 20:43 UTC",Falcon 9 Block 3 | CRS-8,StatusRetired,62.0,Success,USA
446,446,CASC,China,"Tue Apr 05, 2016 17:38 UTC",Long March 2D | Shijian-10,StatusActive,29.75,Success,CHN
448,448,Roscosmos,Kazakhstan,"Thu Mar 31, 2016 16:23 UTC",Soyuz 2.1a | Progress MS-02,StatusActive,48.5,Success,KAZ
449,449,CASC,China,"Tue Mar 29, 2016 20:11 UTC",Long March 3A | BeiDou IGSO-6,StatusActive,69.7,Success,CHN
450,450,VKS RF,Russian Federation,"Thu Mar 24, 2016 09:42 UTC",Soyuz 2.1a | Bars-M 2L,StatusActive,48.5,Success,RUS
451,451,ULA,USA,"Wed Mar 23, 2016 03:05 UTC",Atlas V 401 | CRS OA-6,StatusActive,109.0,Success,USA
453,453,Roscosmos,Kazakhstan,"Mon Mar 14, 2016 09:31 UTC",Proton-M/Briz-M | ExoMars Trace Gas Orbiter & Schiaparelli EDM,StatusActive,65.0,Success,KAZ
454,454,Roscosmos,Kazakhstan,"Sun Mar 13, 2016 18:56 UTC",Soyuz 2.1b | Resurs-P No.3,StatusActive,35.0,Success,KAZ
455,455,ISRO,India,"Thu Mar 10, 2016 10:31 UTC",PSLV-XL | IRNSS-1F,StatusActive,31.0,Success,IND
456,456,Arianespace,France,"Wed Mar 09, 2016 05:20 UTC",Ariane 5 ECA | Eutelsat 65 West A,StatusActive,200.0,Success,FRA
457,457,SpaceX,USA,"Fri Mar 04, 2016 23:35 UTC",Falcon 9 Block 3 | SES-9,StatusRetired,62.0,Success,USA
458,458,MHI,Japan,"Wed Feb 17, 2016 08:45 UTC","H-IIA 202 | Astro H, Horyu 4 & Kinshachi 2 and 3",StatusActive,90.0,Success,JPN
459,459,Eurockot,Russian Federation,"Tue Feb 16, 2016 17:57 UTC",Rokot/Briz KM | Sentinel-3A,StatusRetired,41.8,Success,RUS
462,462,VKS RF,Russian Federation,"Sun Feb 07, 2016 00:21 UTC",Soyuz 2.1b/Fregat | GLONASS-M No.50S,StatusActive,48.5,Success,RUS
463,463,ULA,USA,"Fri Feb 05, 2016 13:38 UTC",Atlas V 401 | GPS IIF-12,StatusActive,109.0,Success,USA
465,465,ILS,Kazakhstan,"Fri Jan 29, 2016 22:20 UTC",Proton-M/Briz-M | Eutelsat 9B,StatusActive,65.0,Success,KAZ
466,466,Arianespace,France,"Wed Jan 27, 2016 23:20 UTC",Ariane 5 ECA | Intelsat 29e,StatusActive,200.0,Success,FRA
468,468,ISRO,India,"Wed Jan 20, 2016 04:01 UTC",PSLV-XL | IRNSS-1E,StatusActive,31.0,Success,IND
469,469,SpaceX,USA,"Sun Jan 17, 2016 18:42 UTC",Falcon 9 v1.1 | Jason-3,StatusRetired,56.5,Success,USA
470,470,CASC,China,"Fri Jan 15, 2016 16:57 UTC",Long March 3B/E | Belintersat 1,StatusActive,29.15,Success,CHN
471,471,SpaceX,USA,"Tue Dec 22, 2015 01:29 UTC",Falcon 9 Block 3 | OG2 Mission 2,StatusRetired,62.0,Success,USA
473,473,ISRO,India,"Wed Dec 16, 2015 12:30 UTC",PSLV-CA | TeLEOS-1 & Rideshares,StatusActive,21.0,Success,IND
475,475,ULA,USA,"Sun Dec 06, 2015 21:44 UTC",Atlas V 401 | CRS OA-4,StatusActive,109.0,Success,USA
477,477,Arianespace,France,"Thu Dec 03, 2015 04:04 UTC",Vega | LISA Pathfinder,StatusActive,37.0,Success,FRA
480,480,Arianespace,France,"Tue Nov 10, 2015 21:34 UTC","Ariane 5 ECA | Arabsat 6B, GSAT-15",StatusActive,200.0,Success,FRA
481,481,Sandia,USA,"Wed Nov 04, 2015","Super Stripy | HiakaSat, STACEM & Others",StatusActive,15.0,Failure,USA
482,482,ULA,USA,"Sat Oct 31, 2015 16:13 UTC",Atlas V 401 | GPS IIF-11,StatusActive,109.0,Success,USA
483,483,ULA,USA,"Thu Oct 08, 2015 12:49 UTC",Atlas V 401 | NROL-55,StatusActive,109.0,Success,USA
484,484,ULA,USA,"Fri Oct 02, 2015 10:28 UTC",Atlas V 421 | Morelos-3,StatusActive,123.0,Success,USA
485,485,Arianespace,France,"Wed Sep 30, 2015 20:30 UTC","Ariane 5 ECA | NBN Co 1A, ARSAT-2",StatusActive,200.0,Success,FRA
486,486,ISRO,India,"Mon Sep 28, 2015 04:30 UTC",PSLV-XL | Astrosat & Rideshares,StatusActive,31.0,Success,IND
487,487,CASC,China,"Fri Sep 25, 2015",Long March 11 | Pujian 1 & Others,StatusActive,5.3,Success,CHN
488,488,VKS RF,Russian Federation,"Wed Sep 23, 2015 21:59 UTC",Rokot/Briz KM | Cosmos 2507 to 2509,StatusRetired,41.8,Success,RUS
491,491,ULA,USA,"Wed Sep 02, 2015 10:18 UTC",Atlas V 551 | MUOS-4,StatusActive,153.0,Success,USA
492,492,ISRO,India,"Thu Aug 27, 2015 11:22 UTC",GSLV Mk II | GSAT-6,StatusActive,47.0,Success,IND
493,493,Arianespace,France,"Thu Aug 20, 2015 20:34 UTC","Ariane 5 ECA | Eutelsat 8 West B, Intelsat 34",StatusActive,200.0,Success,FRA
494,494,MHI,Japan,"Wed Aug 19, 2015 11:50 UTC",H-IIB | HTV-5,StatusRetired,112.5,Success,JPN
496,496,Arianespace,France,"Wed Jul 15, 2015 21:42 UTC","Ariane 5 ECA | Star One C4, MSG-4",StatusActive,200.0,Success,FRA
497,497,ULA,USA,"Wed Jul 15, 2015 15:36 UTC",Atlas V 401 | GPS IIF-10,StatusActive,109.0,Success,USA
498,498,ISRO,India,"Fri Jul 10, 2015 16:28 UTC",PSLV-XL | UK-DMC3A/B/C & Rideshares,StatusActive,31.0,Success,IND
499,499,SpaceX,USA,"Sun Jun 28, 2015 14:21 UTC",Falcon 9 v1.1 | CRS-7,StatusRetired,56.5,Failure,USA
500,500,Arianespace,France,"Tue Jun 23, 2015 01:51 UTC",Vega | Sentinel-2A,StatusActive,37.0,Success,FRA
501,501,Arianespace,France,"Wed May 27, 2015 21:16 UTC","Ariane 5 ECA | DirecTV-15, Sky Mexico 1",StatusActive,200.0,Success,FRA
502,502,ULA,USA,"Wed May 20, 2015 15:05 UTC",Atlas V 501 | OTV-4,StatusActive,120.0,Success,USA
504,504,SpaceX,USA,"Mon Apr 27, 2015 23:03 UTC",Falcon 9 v1.1 | Turkmen??lem52E/MonacoSat,StatusRetired,56.5,Success,USA
505,505,Arianespace,France,"Sun Apr 26, 2015 20:00 UTC","Ariane 5 ECA | Thor 7, SICRAL-2",StatusActive,200.0,Success,FRA
506,506,SpaceX,USA,"Wed Apr 15, 2015 20:10 UTC",Falcon 9 v1.1 | CRS-6,StatusRetired,56.5,Success,USA
507,507,VKS RF,Russian Federation,"Tue Mar 31, 2015 13:47 UTC",Rokot/Briz KM | Cosmos 2504 & Goniets-M 21 to 23,StatusRetired,41.8,Success,RUS
508,508,ISRO,India,"Sat Mar 28, 2015 11:49 UTC",PSLV-XL | IRNSS-1D,StatusActive,31.0,Success,IND
510,510,MHI,Japan,"Thu Mar 26, 2015 01:21 UTC",H-IIA 202 | IGS-Optical 5,StatusActive,90.0,Success,JPN
511,511,Kosmotras,Russian Federation,"Wed Mar 25, 2015 22:08 UTC",Dnepr | KompSat-3A,StatusRetired,29.0,Success,RUS
512,512,ULA,USA,"Wed Mar 25, 2015 18:36 UTC","Delta IV Medium+ (4,2) | GPS IIF-9",StatusRetired,164.0,Success,USA
513,513,ULA,USA,"Fri Mar 13, 2015 02:44 UTC",Atlas V 421 | MMS,StatusActive,123.0,Success,USA
514,514,SpaceX,USA,"Mon Mar 02, 2015 03:50 UTC",Falcon 9 v1.1 | ABS-3A & EUTELSAT 115 West B,StatusRetired,56.5,Success,USA
516,516,SpaceX,USA,"Wed Feb 11, 2015 23:03 UTC",Falcon 9 v1.1 | DSCOVR,StatusRetired,56.5,Success,USA
517,517,Arianespace,France,"Wed Feb 11, 2015 13:40 UTC",Vega | IXV,StatusActive,37.0,Success,FRA
519,519,MHI,Japan,"Sun Feb 01, 2015 01:21 UTC",H-IIA 202 | IGS-Radar 5,StatusActive,90.0,Success,JPN
521,521,ULA,USA,"Wed Jan 21, 2015 01:04 UTC",Atlas V 551 | MUOS-3,StatusActive,153.0,Success,USA
522,522,SpaceX,USA,"Sat Jan 10, 2015 09:47 UTC",Falcon 9 v1.1 | CRS-5,StatusRetired,56.5,Success,USA
526,526,ISRO,India,"Thu Dec 18, 2014 04:00 UTC",GSLV Mk III | Demo Flight (CARE),StatusActive,62.0,Success,IND
527,527,ULA,USA,"Sat Dec 13, 2014 03:19 UTC",Atlas V 541 | NROL-35,StatusActive,145.0,Success,USA
